iter	Passed	Remaining
798	13827	3487
799	13830	3466
800	13833	3445
801	13835	3424
802	13843	3404
803	13846	3383
804	13849	3363
805	13851	3342
806	13854	3321
807	13857	3300
808	13859	3280
809	13862	3259
810	13865	3239
811	13868	3218
812	13872	3198
813	13875	3178
814	13878	3158
815	13880	3137
816	13884	3117
817	13887	3097
818	13891	3077
819	13894	3057
820	13897	3037
821	13899	3017
822	13903	2997
823	13906	2977
824	13909	2957
825	13913	2938
826	13916	2918
827	13919	2898
828	13925	2879
829	13931	2860
830	13938	2841
831	13943	2822
832	13946	2802
833	13949	2783
834	13952	2763
835	13956	2744
836	13958	2724
837	13961	2705
838	13964	2686
839	13968	2666
840	13971	2647
841	13976	2628
842	13982	2610
843	13998	2593
844	14005	2575
845	14253	2600
846	14310	2591
847	14318	2572
848	14326	2554
849	14333	2535
850	14337	2516
851	14340	2497
852	14344	2477
853	14350	2459
854	14354	2440
855	14360	2421
856	14366	2402
857	14372	2384
858	14379	2365
859	14386	2347
860	14393	2329
861	14399	2310
862	14406	2292
863	14414	2274
864	14422	2256
865	14429	2237
866	14438	2219
867	14445	2201
868	14449	2183
869	14453	2164
870	14456	2146
871	14459	2127
872	14464	2109
873	14471	2091
874	14476	2072
875	14483	2054
876	14489	2036
877	14496	2018
878	14502	2000
879	14508	1982
880	14516	1965
881	14523	1947
882	14530	1929
883	14536	1911
884	14544	1894
885	14551	1876
886	14557	1858
887	14563	1840
888	14570	1823
889	14577	1805
890	14585	1788
891	14592	1770
892	14599	1753
893	14607	1735
894	14617	1718
895	14623	1701
896	14630	1683
897	14637	1666
898	14644	1648
899	14651	1631
900	14657	1614
901	14665	1596
902	14672	1579
903	14682	1562
904	14688	1545
905	14694	1527
906	14701	1510
907	14707	1493
908	14714	1476
909	14721	1459
910	14728	1442
911	14735	1424
912	14741	1407
913	14747	1390
914	14755	1373
915	14761	1356
916	14768	1339
917	14773	1322
918	14817	1308
919	15026	1309
920	15047	1293
921	15055	1276
922	15061	1259
923	15068	1242
924	15074	1224
925	15082	1207
926	15088	1190
927	15093	1173
928	15100	1156
929	15106	1139
930	15113	1122
931	15120	1105
932	15127	1088
933	15133	1071
934	15140	1054
935	15147	1037
936	15154	1021
937	15159	1004
938	15166	987
939	15172	970
940	15178	953
941	15185	936
942	15192	920
943	15199	903
944	15205	886
945	15212	870
946	15219	853
947	15225	836
948	15231	820
949	15238	803
950	15244	787
951	15252	770
952	15258	754
953	15265	737
954	15271	721
955	15277	704
956	15283	688
957	15290	671
958	15296	655
959	15303	638
960	15309	622
961	15317	606
962	15323	589
963	15329	573
964	15336	557
965	15343	541
966	15350	524
967	15357	508
968	15363	492
969	15370	476
970	15376	460
971	15382	444
972	15389	427
973	15395	411
974	15401	395
975	15407	379
976	15413	363
977	15420	347
978	15427	331
979	15434	315
980	15441	299
981	15447	283
982	15453	267
983	15459	251
984	15465	235
985	15472	220
986	15478	204
987	15484	188
988	15490	172
989	15496	156
990	15504	141
991	15510	125
992	15516	109
993	15523	93
994	15529	78
995	15536	62
996	15542	46
997	15548	31
998	15555	15
999	15562	0
